Title,Author,Author Average Rating,Author Votes,Author Review Count,Distinct Works,Year,Rating,Raters,Genres
"The Hot One: A Memoir of Friendship, Sex, and Murder",Carolyn Murnick,3.06,"1,795",338,2,2017,2.81,1359,"Crime,Autobiography,Nonfiction,Mystery,Mystery,Biography,Young Adult,Biography,New York,Thriller"
Lucky You,Erika Carter,2.62,"2,879",445,4,2017,2.62,2869,"Fiction,Contemporary,Literary Fiction,Novels,Adult Fiction,Young Adult,Adult,New Adult,Realistic Fiction,Drama"
The Affairs of Others,Amy Grace Loyd,2.79,"1,323",233,1,2013,2.79,1323,"Fiction,Contemporary,Adult,Literary Fiction,New York,Audiobook,Suspense,Novels,Adult Fiction,Adult Fiction"
شريعة حمورابي,محمود الأمين,2.83,207,58,2,2007,2.86,202,"History,Nonfiction"
Albion,Alan Moore,4.24,"1,681,042","52,899","1,033",2007,2.96,624,"Sequential Art,Sequential Art,Comics,Fantasy,Comics,Fiction,Graphic Novels Comics,Science Fiction,Science Fiction,Sequential Art"
"Gork, the Teenage Dragon",Gabe Hudson,2.96,"1,070",302,3,2017,2.81,868,"Fantasy,Fiction,Young Adult,Fantasy,Humor,Science Fiction,Science Fiction Fantasy,Adult,Young Adult,Fantasy"
Subtle Bodies,Norman Rush,3.67,"6,470",841,12,2013,2.78,806,"Fiction,Contemporary,Literary Fiction,Novels,Adult Fiction,American,Unfinished"
Palimpsest: A History of the Written Word,Matthew Battles,3.42,"2,287",398,9,2016,2.93,221,"Nonfiction,History,Language,Writing,Humanities,Humanities,Audiobook,Historical,Literature,Literature"
The Sopaths,Piers Anthony,3.84,"650,844","13,906",347,2011,2.7,339,"Horror,Fantasy"
Starting from Happy,Patricia Marx,3.1,"5,563","1,303",32,2011,2.52,625,"Fiction,Humor,Adult Fiction,Unfinished,Contemporary,Romance,Novels,Womens Fiction"
After the Saucers Landed,Douglas Lain,3.42,"1,128",212,19,2015,2.78,197,"Science Fiction,Fiction,Science Fiction Fantasy,Science Fiction,New York"
Batman: Digital Justice,Pepe Moreno,2.87,291,45,11,1990,2.73,224,"Sequential Art,Sequential Art,Dc Comics,Superheroes,Comics,Art,Science Fiction,Graphic Novels Comics"
A Child's Book of True Crime,Chloe Hooper,3.91,"11,123","1,200",10,2003,2.95,706,"Fiction,Cultural,Mystery,Cultural,Mystery,Thriller,Literary Fiction,Suspense,Audiobook,Literature"
Crazy Emma,Brandie Buckwine,3.28,"1,186",171,10,2011,2.72,399,"Adult Fiction,Romance,Short Stories,Adult,Womens Fiction,Fiction,Romance,Contemporary,Modern,Adult Fiction"
Confessions of a Rebel Debutante: A Cordial Invitation,Anna  Fields,2.89,333,67,2,2010,2.64,237,"Autobiography,Nonfiction,Biography,Womens Fiction,American"
All the Sad Young Literary Men,Keith Gessen,4.15,"35,938","4,395",34,2008,2.91,1476,"Fiction,Contemporary,Novels,Literary Fiction,Literature,Literature,Literature,Modern,Adult,Cultural"
"Justice League of America, Vol. 7: Team History",James Robinson,3.79,"78,401","6,899",875,2010,2.8,225,"Sequential Art,Sequential Art,Superheroes,Comics,Comics,Graphic Novels Comics,Dc Comics,Sequential Art"
The Street,H.P. Lovecraft,4.0,"692,989","44,204","3,388",2009,2.4,915,"Horror,Short Stories,Horror,Fiction,Classics,Fantasy,Literature,Mystery,Audiobook,Gothic"
The Independence of Miss Mary Bennet,Colleen McCullough,4.18,"449,437","14,234",118,2008,2.92,3055,"Historical,Fiction,Romance,Historical,Historical,Womens Fiction,Romance,European Literature,Audiobook,Novels"
Prospect Park West,Amy Sohn,3.56,"13,499","1,269",18,2009,2.8,1791,"Fiction,Womens Fiction,New York,Contemporary,Humor,Adult Fiction,Audiobook,Marriage,Novels,Family"
"A Princess of Roumania (Princess of Roumania, #1)",Paul Park,3.54,"5,038",690,56,2006,2.88,663,"Fantasy,Fiction,Science Fiction,Young Adult,Science Fiction,Adventure,Science Fiction Fantasy,Speculative Fiction,Fantasy,Young Adult"
"Shadowmancer (Shadowmancer, #1)",G.P. Taylor,3.22,"8,755",988,34,2005,2.82,3137,"Fantasy,Young Adult,Fiction,Childrens,Fantasy,Christian Fiction,Christian,Fantasy,Mystery,Science Fiction Fantasy"
Inglorious,Joanna Kavenna,3.25,"2,300",491,14,2007,2.84,304,"Fiction,Novels,Contemporary,European Literature,Philosophy,Unfinished,Womens,Literary Fiction,Literature"
Mendel Gdański. Miłosierdzie gminy,Maria Konopnicka,3.22,"5,578",192,104,2004,2.86,544,"European Literature,Academic,Classics,Fiction,Novels,Short Stories"
The Magdalene Cipher,Jim Hougan,3.41,"1,688",132,10,2006,2.97,986,"Thriller,Fiction,Mystery,Thriller,Historical,Mystery,Suspense,Spy Thriller,Action,Pseudoscience"
The Actress,Amy Sohn,3.56,"13,499","1,269",18,2014,2.92,1175,"Fiction,Contemporary,Romance,Womens Fiction,Relationships,Audiobook,Media Tie In,Novels,Womens Fiction,Adult"
التحول,Δημήτρης Δημητριάδης,3.73,"1,158",156,63,2015,2.74,229,Novels
All the Lives He Led,Frederik Pohl,3.9,"141,130","7,868",754,2011,2.91,266,"Science Fiction,Fiction,Thriller,Science Fiction,Science Fiction Fantasy"
Der Schmuck der Lady Catherine,Joan Aiken,3.96,"61,613","5,548",286,2001,2.86,400,"Fiction,Historical,Historical,Historical,Romance,Adult,Retellings,Literature,Literature,Historical Romance"
Girl Cook,Hannah Mccouch,2.76,357,63,2,2004,2.75,323,"Womens Fiction,Fiction,Romance,Food and Drink,Food and Drink,Adult Fiction"
This Is Why You're Single,Laura  Lane,3.29,726,162,2,2015,2.95,189,"Nonfiction,Humor,Self Help,Womens Fiction"
Iago,David Snodin,3.26,345,92,5,2012,2.98,207,"Historical,Fiction,Historical,Mystery,Cultural,Novels,Adult,Retellings"
The Foreigner,Francie Lin,2.83,301,70,2,2008,2.82,298,"Fiction,Mystery,Cultural,Cultural,Thriller,Literature,Novels,Thriller"
Belle in the Big Apple: A Novel with Recipes,Brooke Parkhurst,3.35,417,77,4,2008,2.23,165,"Fiction,Womens Fiction"
Pure,Rebbecca Ray,2.89,"1,977",191,6,2000,2.89,1923,"Fiction,Young Adult,Young Adult,Contemporary,Young Adult,Womens Fiction,Sociology,Adult,Adult Fiction,Modern"
Pop Tart,Kira Coplin,2.68,289,48,1,2009,2.68,289,"Womens Fiction,Fiction,Young Adult"
Bob Honey Who Just Do Stuff,Sean Penn,2.45,"1,796",433,11,2018,2.06,680,"Fiction,Politics,Humor,Contemporary,Literary Fiction,Novels"
Everyone She Loved,Sheila Curran,3.0,343,74,6,2009,2.87,226,Fiction
Murder in Mount Holly,Paul Theroux,3.83,"150,582","12,516",183,2011,2.47,214,"Fiction,Mystery,Mystery,Humor,Literature"
The Queen's Sorrow,Suzannah Dunn,3.26,"7,743","1,064",16,2008,2.88,776,"Historical,Historical,Fiction,English History,European Literature,Tudor Period,Historical"
Tris & Izzie,Mette Ivie Harrison,3.37,"28,623","3,791",64,2011,2.61,1166,"Young Adult,Fantasy,Fantasy,Romance,Retellings,Fantasy,Fantasy,Fantasy,Young Adult,Contemporary"
Blueprint Blaupause,Charlotte Kerner,2.77,"1,396",76,18,2004,2.73,1245,"Academic,Science Fiction,European Literature,Young Adult,Science Fiction,Fiction,Academic,Music,Contemporary,Childrens"
Rogue Touch,Christine Woodward,2.89,428,109,12,2013,2.86,415,"Fantasy,Comics,Young Adult,Sequential Art,Romance,Science Fiction,Fiction,Superheroes,Science Fiction,Fantasy"
Bad Heir Day,Wendy  Holden,3.26,"16,127","1,349",30,2001,3.0,1884,"Womens Fiction,Fiction,Romance,Contemporary,European Literature,Humor,Romance,Novels,Humor,Adult"
Ultimate End,Brian Michael Bendis,3.92,"594,011","39,659","2,816",2016,2.82,460,"Sequential Art,Sequential Art,Superheroes,Comics,Fiction,Science Fiction,Graphic Novels Comics,Comics,Marvel,Sequential Art"
Hot Pterodactyl Boyfriend,Alan Cumyn,2.86,"1,349",424,16,2016,2.09,567,"Young Adult,Fantasy,Romance,Humor,Contemporary,Fiction,Young Adult,Young Adult,Animals,Fantasy"
Rapture,Susan Minot,3.45,"12,336","1,715",19,2003,2.96,786,"Fiction,Romance,Adult Fiction,Novels,Adult,Contemporary,Novella,Adult Fiction,Sexuality,Literary Fiction"
Batman: Haunted Gotham,Doug Moench,3.88,"82,226","4,887","1,324",2009,2.73,237,"Sequential Art,Sequential Art,Dc Comics,Superheroes,Horror,Comics,Comics,Fantasy,Graphic Novels Comics,Horror"
Hamlet's Father,Orson Scott Card,4.1,"2,957,329","117,291",634,2011,2.8,381,"Fiction,Audiobook,Historical,Retellings,Fantasy,Classics,Adult,Mystery,Novella,Paranormal"
علشان الصنارة تغمز: كلام لازم كل الولاد تعرفه,أمل محمود,2.6,"2,776",561,3,0,2.7,736,Social
"Wolverines, Volume 2: Claw, Blade and Fang",Charles Soule,3.87,"185,149","20,457",954,2015,2.77,195,"Sequential Art,Superheroes,Sequential Art,Comics,Marvel,Comics,Fiction,Graphic Novels Comics,Science Fiction"
The Suitors,Cécile David-Weill,2.59,567,99,6,2013,2.56,538,"Fiction,Cultural,Contemporary,Humor,Womens Fiction,Audiobook"
A Good Talk: The Story and Skill of Conversation,Daniel Menaker,3.3,"1,419",309,13,2010,2.48,235,"Nonfiction,Psychology,Self Help,Relationships,Language,Adult"
"Fine, Fine, Fine, Fine, Fine",Diane Williams,3.55,"3,686",615,61,2016,2.8,814,"Short Stories,Fiction,Adult Fiction,Short Stories,The United States Of America,Literature,Anthologies,Unfinished,Anthologies,Literary Fiction"
Beach Week,Susan Coll,2.97,"3,120",727,8,2010,2.46,276,"Fiction,Humor,Adult Fiction,Contemporary,Family"
The Washingtonienne,Jessica Cutler,2.84,"1,579",307,1,2006,2.84,1579,"Womens Fiction,Fiction,Politics,Humor,Adult Fiction,Sexuality,Sexuality,Contemporary"
Cyber Cinderella,Christina Hopkinson,3.13,"1,889",255,13,2006,2.72,229,"Womens Fiction,Fiction,Computers,Fantasy,Adult,Romance,European Literature"
O krasnoludkach i sierotce Marysi,Maria Konopnicka,3.22,"5,578",192,104,2008,2.89,623,"European Literature,Classics,Childrens,Fiction,Fantasy,Cultural,Academic,Novels"
Nothing Is Quite Forgotten in Brooklyn,Alice Mattison,3.19,"3,160",635,24,2008,2.99,250,"Fiction,Historical,Contemporary,Literary Fiction,New York"
The Midtown Butcher,Andy Weir,4.28,"1,953,489","196,598",48,2014,2.91,292,"Short Stories,Fiction,Fantasy,Thriller,Audiobook,Thriller,Mystery,Mystery"
Potboiler,Jesse Kellerman,3.57,"37,973","4,159",20,2012,2.9,831,"Mystery,Thriller,Fiction,Suspense,Spy Thriller,Mystery,Adult Fiction,Audiobook"
Lunch-Box Dream,Tony Abbott,3.9,"57,891","4,664",129,2011,2.68,382,"Historical,Historical,Young Adult,Childrens,Fiction,Family,Childrens,Cultural,Childrens,Realistic Fiction"
Barry Trotter And The Unnecessary Sequel,Michael Gerber,2.9,"4,224",349,30,2003,2.83,719,"Fantasy,Fiction,Humor,Humor,Young Adult,Fantasy,Science Fiction Fantasy,Adult,Fantasy,Literature"
Only Superhuman,Christopher L. Bennett,3.87,"15,137","1,503",60,2012,2.86,389,"Science Fiction,Fiction,Comics,Fantasy,Sequential Art,Science Fiction Fantasy,Adventure"
"Wolverines, Volume 1: Dancing with the Devil",Charles Soule,3.87,"185,149","20,457",954,2015,2.83,285,"Sequential Art,Sequential Art,Superheroes,Marvel,Comics,Comics,Graphic Novels Comics,Fiction,Action,Science Fiction"
The Blue Book,A.L. Kennedy,3.65,"10,846","1,837",69,2011,2.95,672,"Novels,Contemporary,Romance,Literary Fiction,Fiction,Literature,Unfinished,European Literature"
Zoo Time,Howard Jacobson,3.24,"35,972","4,978",60,2012,2.92,807,"Fiction,Literary Fiction,Humor,Contemporary,Novels,Humor,Unfinished,Literature,European Literature,Language"
"The Twitter Diaries: 2 Cities, 1 Friendship, 140 Characters",Georgie Thompson,2.64,476,78,1,2012,2.64,476,"Fiction,Womens Fiction,Adult,Unfinished"
"We Can Be Mended (Divergent, #3.5)",Veronica Roth,4.03,"6,677,085","294,113",50,2017,2.72,5314,"Science Fiction,Young Adult,Science Fiction,Short Stories,Fantasy,Fiction,Novella,Romance,Young Adult,Young Adult"
Drowned,Therese Bohman,3.4,"9,895","1,648",6,2012,3.21,4032,"Fiction,Audiobook,Thriller,Contemporary,Suspense,European Literature,Cultural,European Literature,Literary Fiction,Romance"
The Tree,H.P. Lovecraft,4.0,"692,989","44,204","3,388",1921,2.99,1051,"Horror,Horror,Short Stories,Fantasy,Fiction,Classics,Fantasy,Lovecraftian,Gothic,Historical"
In the Land of No Right Angles,Daphne Beal,3.29,361,59,3,2008,2.7,191,"Fiction,Travel,Cultural,Cultural"
"The Pig Did It (Pig Trilogy, #1)",Joseph Caldwell,3.1,"2,405",558,22,2008,2.89,1610,"Fiction,Mystery,Cultural,Humor,European Literature,Adult Fiction,Animals,Contemporary,Adult,Literary Fiction"
After Me Comes the Flood,Sarah Perry,3.49,"75,036","10,096",16,2020,2.8,3638,"Fiction,Contemporary,Mystery,Literary Fiction,Gothic,Audiobook,Thriller,Unfinished,European Literature,Adult Fiction"
Bollywood Nights,Shobhaa Dé,2.76,"4,915",474,36,2007,2.65,855,"Fiction,Cultural,Womens Fiction,Romance,Asian Literature,Cultural,Contemporary,Literature"
College Girl,Patricia Weitz,2.93,"1,372",220,1,2008,2.93,1372,"Fiction,New Adult,Womens Fiction,Young Adult,Realistic Fiction,Adult Fiction,Academic,Romance,Novels,Young Adult"
By a Lady: Being the Adventures of an Enlightened American in Jane Austen's England,Amanda Elyot,3.51,"1,874",203,4,2006,2.85,334,"Historical,Fiction,Science Fiction,Romance,Historical,Historical,Womens Fiction,Romance,Fantasy,Historical"
The DNA of You and Me,Andrea Rothman,2.89,"1,085",250,1,2019,2.89,1085,"Romance,Fiction,Contemporary,Womens Fiction,Adult Fiction,Adult,Audiobook,Womens Fiction,Science Fiction,Relationships"
The Glove of Darth Vader (Star Wars: Jedi Prince #1),Paul  Davids,2.89,"4,289",253,14,1992,2.77,895,"Media Tie In,Science Fiction,Fiction,Young Adult,Fantasy,Childrens,Childrens,Adventure,Space,Childrens"
The Book Borrower,Alice Mattison,3.19,"3,160",635,24,2000,2.71,1345,"Fiction,Historical,Writing,Contemporary,Literary Fiction,Adult Fiction,Book Club,Literature,Historical,Unfinished"
Hemingway Didn't Say That: The Truth Behind Familiar Quotations,Garson O'Toole,2.99,"1,918",232,1,2017,2.99,1918,"Nonfiction,History,Reference,Business,Humanities,Unfinished,Reference,Language,Writing,Literature"
Stay Up with Hugo Best,Erin Somers,2.91,"2,586",435,2,2019,2.91,2580,"Fiction,Contemporary,Humor,Audiobook,Adult,Literary Fiction,New York,Adult Fiction,Novels,New Adult"
AXIS: Revolutions,Dennis Hopeless,3.73,"41,367","4,854",372,2015,2.66,130,"Sequential Art,Superheroes,Sequential Art,Comics,Marvel,Fantasy"
أنا، هي والأخريات,جنى فواز الحسن,2.76,"1,633",397,7,2012,2.44,797,"Novels,Feminism"
The Wedding Writer,Susan Schneider,3.37,720,121,22,2011,2.76,230,"Womens Fiction,Fiction"
Yanko the Musician and Other Stories,Henryk Sienkiewicz,3.74,"77,709","3,538",342,2003,2.88,1785,"European Literature,Classics,Academic,Fiction,Short Stories,Childrens,Cultural,Historical,Novels,Positivism"
Red Skull,Joshua Williamson,3.8,"93,813","10,384",840,2016,2.84,212,"Sequential Art,Superheroes,Sequential Art,Comics,Sequential Art,Fiction,Thriller,Fantasy"
Dear Reader,Mary  O'Connell,3.14,"1,294",294,3,2017,2.75,627,"Young Adult,Magical Realism,Contemporary,Fiction,Romance,Retellings,Fantasy,Audiobook,Writing,Young Adult"
They Called Me Wyatt,Natasha Tynes,1.64,"2,317",992,1,2019,1.64,2317,"Fiction,Mystery,Mystery,Adult"
A Taint in the Blood (Shadowspawn #1),S.M. Stirling,3.91,"166,564","10,154",137,2010,2.99,812,"Fantasy,Fantasy,Fiction,Paranormal,Horror,Fantasy,Urban,Fantasy,Adult,Science Fiction"
Indigo: In Search of the Color That Seduced the World,Catherine E. McKinley,3.48,961,197,9,2011,2.9,494,"Nonfiction,History,Cultural,Travel,Art,Autobiography,History,Historical,Reference,Western Africa"
Tumble & Fall,Alexandra Coutts,3.05,"1,731",411,2,2013,2.95,1222,"Young Adult,Romance,Contemporary,Science Fiction,Science Fiction,Fiction,Science Fiction,Fantasy,Young Adult,Young Adult"
A Thing (or Two) About Curtis and Camilla,Nick Fowler,2.82,163,27,3,2003,2.74,155,Fiction
Book of Secrets,Chris Roberson,3.9,"80,678","5,681",439,2010,2.88,200,"Fantasy,Mystery,Fiction,Thriller,Fantasy,Science Fiction,Thriller"
Bradstreet Gate,Robin Kirman,2.84,"2,237",587,4,2015,2.71,1618,"Fiction,Mystery,Contemporary,Thriller,Literary Fiction,Suspense,Audiobook,Adult Fiction,Novels,Thriller"
Antek,Bolesław Prus,3.63,"31,984","1,403",109,2007,2.8,1016,"European Literature,Classics,Academic,Fiction,Short Stories,Childrens,Literature,Literature,Positivism,Cultural"
"Restless Virgins: Love, Sex, and Survival at a New England Prep School",Abigail Jones,2.81,626,118,19,2007,2.78,606,"Nonfiction,School Stories,Education,Feminism,Gender,Autobiography,Parenting,Sociology,Social Science,Crime"
أنثى العنكبوت,قماشة العليان,2.7,"4,244",442,9,2007,2.58,1131,"Novels,Fiction"
"IvX (Uncanny X-Men: Superior, #4)",Cullen Bunn,3.82,"158,359","15,904","1,378",2017,2.92,300,"Sequential Art,Superheroes,Marvel,Sequential Art,Comics,Comics,Graphic Novels Comics,Fiction,Science Fiction"
They All Fall Down,Rachel Howzell Hall,3.64,"40,129","4,625",22,2019,2.9,4205,"Mystery,Thriller,Fiction,Thriller,Audiobook,Suspense,Contemporary,Adult,Adult Fiction,Mystery"
Woke Up Lonely,Fiona Maazel,2.97,"1,359",276,7,2013,2.76,801,"Fiction,Contemporary,Novels,Unfinished,Literature,Literary Fiction,Humor,Science Fiction,Female Authors,Religion"
Die gordische Schleife,Bernhard Schlink,3.75,"215,059","14,033",60,1988,2.96,514,"Fiction,European Literature,Thriller,Cultural,Contemporary,Novels"
You Have to Kiss a Lot of Frogs,Laurie Graff,3.02,"2,292",288,6,2005,2.86,1115,"Womens Fiction,Fiction,Romance,Humor,Contemporary,Literature,New York"
Civil War II: X-Men,Cullen Bunn,3.82,"158,359","15,904","1,378",2016,2.86,301,"Sequential Art,Superheroes,Sequential Art,Marvel,Comics,Comics,Military History,Fiction,Graphic Novels Comics"
Devotion,Madeline  Stevens,2.77,"1,539",295,1,2019,2.77,1564,"Fiction,Contemporary,Thriller,Suspense,Literary Fiction,Mystery,Drama,Thriller,Audiobook,Adult"
Ghost Rider: Four on the Floor,Felipe Smith,3.67,"7,105",857,54,2017,2.77,132,"Sequential Art,Superheroes,Sequential Art,Comics,Mystery"
Maggie Smith,Michael Coveney,3.2,"1,204",264,19,2015,3.02,971,"Biography,Nonfiction,Biography Memoir,Audiobook,Autobiography,History,Biography,European Literature,Media Tie In,Adult"
Games to Play After Dark,Sarah Gardner Borden,2.62,296,75,1,2011,2.62,296,"Fiction,Contemporary"
Tiere,Simon Beckett,4.01,"86,764","4,979",33,2011,2.97,1701,"Thriller,Horror,Mystery,Fiction,Mystery,European Literature,Adult,Audiobook,Novels"
The Occasional Virgin,Hanan Al-Shaykh,3.55,"10,406","1,271",26,2018,2.47,396,"Fiction,Contemporary,Novels,Religion,Religion,Cultural"
L'Affaire,Diane Johnson,3.48,"21,566","2,555",79,2004,2.95,889,"Fiction,Womens Fiction,Cultural,Romance,Contemporary,Novels,Travel,Literary Fiction,Womens Fiction,Unfinished"
The Almost Archer Sisters,Lisa Gabriele,3.59,"5,706","1,044",4,2008,2.93,567,"Fiction,Womens Fiction,Cultural,Novels"
Mad City: The True Story of the Campus Murders That America Forgot,Michael Arntfield,3.27,"3,076",403,10,2017,2.98,1925,"Crime,Nonfiction,Mystery,Mystery,Thriller,Thriller,Business,Biography,History,Contemporary"
Normal Girl,Molly Jong-Fast,2.92,"1,003",125,6,2001,2.94,637,"Fiction,Womens Fiction,Young Adult,Young Adult,Humor"
Everything We Ever Wanted,Sara Shepard,3.93,"926,542","54,215",106,2011,2.86,1309,"Fiction,Contemporary,Womens Fiction,Adult Fiction,Romance,Adult,Novels,Mystery,Womens Fiction,Family"
Fangland,John Marks,2.78,"1,384",266,65,2007,2.61,1112,"Horror,Paranormal,Fiction,Fantasy,Fantasy,Mystery,Fantasy,Fantasy,Audiobook,Thriller"
Onmacht,Charles den Tex,3.33,"2,713",294,31,2010,2.8,369,"Thriller,Roman,Novels,Literature,Fiction,Mystery,Young Adult"
The Social Climber's Handbook,Molly Jong-Fast,2.92,"1,003",125,6,2011,2.73,254,"Fiction,Womens Fiction,Mystery,Contemporary,Humor,Mystery,Adult Fiction"
My Jane Austen Summer: A Season in Mansfield Park,Cindy  Jones,2.91,"1,048",188,1,2011,2.91,1048,"Fiction,Womens Fiction,Romance,European Literature,Unfinished,Contemporary,Historical,Adult Fiction,Womens Fiction,Modern"
"Idiot: Beating ""The Curse"" and Enjoying the Game of Life",Johnny Damon,2.86,338,40,2,2010,2.86,338,"Sports,Sports,Nonfiction,Biography,Autobiography,Biography"
Amanda Bright @ Home,Danielle Crittenden,3.4,903,160,4,2004,2.71,269,"Fiction,Womens Fiction"
Loop Group,Larry McMurtry,4.2,"339,627","20,937",92,2005,2.69,1021,"Fiction,Womens Fiction,Audiobook,Unfinished,Contemporary,Literary Fiction"
Swan,Naomi Campbell,4.04,"2,065",223,13,1996,2.69,159,"Womens Fiction,Fiction,Mystery,Mystery,Contemporary,Thriller,Marriage,Romance"
Bob Honey Who Just Do Stuff,Pappy Pariah,2.48,911,201,1,2016,2.48,911,"Fiction,Audiobook,Humor,Short Stories,Politics,Humor,Contemporary"
That Thing Called Love,Tuhin A. Sinha,3.24,"1,747",233,14,2007,2.89,863,"Fiction,Romance,Novels,Asian Literature"
The Strange Case of the Composer and His Judge,Patricia Duncker,3.74,"4,626",518,21,2010,2.9,319,"Fiction,Mystery,Cultural,Mystery,Audiobook,Thriller"
Summer Reading,Hilma Wolitzer,3.54,"8,173","1,345",20,2007,2.75,959,"Fiction,Womens Fiction,Writing,Relationships,Womens,Adult,Womens Fiction,Audiobook,Contemporary,Adult Fiction"
Becoming Strangers,Louise Dean,3.04,"1,204",192,4,2017,2.8,533,"Fiction,Contemporary,Novels,European Literature,Literary Fiction,Marriage,Love"
The Woman Who Can't Forget: The Extraordinary Story of Living with the Most Remarkable Memory Known to Science,Jill Price,2.92,946,246,6,2008,2.92,945,"Nonfiction,Autobiography,Biography,Psychology,Science,Medical,Audiobook,Biography,Biography Memoir,Health"
The Sexual Life of Catherine M.,Catherine Millet,2.88,"3,712",464,46,2003,2.82,3321,"Adult Fiction,Nonfiction,Biography,Autobiography,Sexuality,Cultural,Biography,Biography Memoir,Literature,Womens"
Daddy Was the Black Dahlia Killer: The Identity of America's Most Notorious Serial Murderer--Revealed at Last,Janice Knowlton,2.86,251,29,1,1995,2.86,251,"Crime,Nonfiction,Mystery"
"1.000 razones para no enamorarse (1.000 razones, #1)",Hortense Ullrich,3.34,"3,837",165,102,2007,2.85,997,"Romance,Young Adult"
A Gronking to Remember: Book One in the Rob Gronkowski Erotica Series,Lacey Noonan,3.1,312,72,24,2014,2.86,161,"Fiction,Adult Fiction"
Would It Kill You to Stop Doing That: A Modern Guide to Manners,Henry  Alford,3.13,"1,780",418,7,2012,2.95,926,"Nonfiction,Humor,Self Help,Reference,Writing,Adult,Sociology,Audiobook,Book Club,Autobiography"
"The 100 Thing Challenge: How I Got Rid of Almost Everything, Remade My Life, and Regained My Soul",Dave Bruno,2.89,"2,216",432,2,2010,2.89,2215,"Nonfiction,Self Help,Autobiography,Self Help,Adult,Biography,Philosophy,Unfinished,Environment,Psychology"
"Notting Hell (Notting Hell Trilogy, #1)",Rachel Johnson,3.09,"2,401",325,48,2007,2.92,987,"Womens Fiction,Fiction,Contemporary,Humor,Adult,European Literature,Romance"
"Tomorrow Never Learns (Wolverine and the X-Men, #1)",Jason Latour,3.89,"68,534","6,454",281,2014,2.91,388,"Sequential Art,Superheroes,Sequential Art,Marvel,Comics,Graphic Novels Comics,Comics,Fiction,Sequential Art,Science Fiction"
Posh,Lucy   Jackson,2.9,"1,130",131,2,2007,2.93,989,"Fiction,Womens Fiction,Young Adult,New York,Adult,Adult Fiction,Realistic Fiction,Literature,Drama,Academic"
The Feminist and the Cowboy: An Unlikely Love Story,Alisa Valdes,3.56,"34,793","1,950",23,2013,2.68,285,"Autobiography,Nonfiction,Feminism,Romance,Biography,Westerns"
Echte mannen eten geen kaas,Maria Mosterd,2.49,"1,398",103,3,2008,2.51,1162,"Nonfiction,European Literature,Biography,Autobiography,Roman,Academic,Biography,Contemporary"
A Bad Bride's Tale,Polly Williams,3.41,"4,269",485,12,2008,2.96,539,"Womens Fiction,Fiction,Romance,Adult,Adult Fiction,Novels,European Literature"
"Fantastic Four, Volume 3: Doomed",Matt Fraction,3.97,"320,772","23,406",746,2014,2.94,318,"Sequential Art,Sequential Art,Superheroes,Comics,Fiction,Comics,Graphic Novels Comics"
The Meowmorphosis,Coleridge Cook,2.94,986,202,1,2011,2.94,986,"Fiction,Fantasy,Humor,Animals,Classics,Retellings,Science Fiction,Adult,Adult Fiction,Horror"
The Cowboy's Wish,Ruth Ann Nordin,3.83,"55,250","4,002",156,2010,2.84,238,"Romance,Short Stories,Science Fiction,Science Fiction,Fantasy,Westerns,Fiction,Romance,Historical,Fantasy"
The Headmaster Ritual,Taylor Antrim,3.54,"2,603",352,3,2007,2.81,296,"Fiction,Anthologies,Young Adult"
366,Amir Tag Elsir,3.34,"5,892","1,526",29,2013,2.97,978,"Novels,Fiction,Literature,Romance"
Gloria Victis,Eliza Orzeszkowa,3.04,"6,922",401,94,2012,2.79,2665,"Academic,Classics,European Literature,Fiction,Short Stories,Historical,Academic,Cultural,War,Audiobook"
Immunity,Taylor Antrim,3.54,"2,603",352,3,2015,2.58,307,"Science Fiction,Fiction,Adult,Fantasy"
Siłaczka,Stefan Żeromski,2.89,"22,319","1,081",68,2013,2.68,1351,"European Literature,Classics,Fiction,Academic,Short Stories,Cultural,Literature,Novels,Academic"
The Spa,Fay Weldon,3.48,"26,524","3,045",165,2008,2.81,578,"Fiction,Womens Fiction,Literary Fiction,Short Stories,Novels,Romance,Mystery,Womens,Contemporary"
The Glamorous (Double) Life of Isabel Bookbinder,Holly McQueen,3.25,"2,296",346,9,2009,2.9,883,"Womens Fiction,Fiction,Romance,Humor,Adult"
September Girls,Bennett Madison,3.33,"4,306",875,8,2013,2.96,2185,"Young Adult,Fantasy,Romance,Mythology,Fantasy,Contemporary,Fiction,Mystery,Young Adult,Young Adult"
Topics of Conversation,Miranda Popkey,2.82,"8,274","1,335",3,2020,2.82,8252,"Fiction,Contemporary,Literary Fiction,Feminism,Novels,Adult,Audiobook,Womens,Short Stories,Adult Fiction"
Call Me Zebra,Azareen Van der Vliet Oloomi,3.04,"1,740",444,7,2018,2.86,1191,"Fiction,Contemporary,Cultural,Literary Fiction,Novels,Writing,Unfinished,Literature,Audiobook,Literature"
گندم,م. مودب‌پور,2.65,"6,903",396,9,2002,2.59,1321,"Novels,Romance,Literature,Fiction,Roman"
Coming of Age at the End of Days,Alice LaPlante,3.54,"22,593","3,491",17,2015,2.87,571,"Fiction,Young Adult,Contemporary,Religion,Young Adult,Thriller,Family,Thriller,Adult,Mystery"
Prayer,Philip Kerr,4.01,"127,256","10,979",54,2014,2.9,1134,"Fiction,Thriller,Mystery,Mystery,Fantasy,Suspense,Thriller,Horror,Thriller,Audiobook"
