Title,Author,Rating,Raters,Genres,Author Average Rating,Author Votes,Review Count,Distinct Works,Year
"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead (Hardcover)",Brené Brown,4.28,184435,"Nonfiction,Self Help,Psychology,Self Help,Audiobook,Leadership,Parenting,Business,Health,Relationships",4.23,"753,418","52,412",57,2012.0
"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead (Hardcover)",Brené Brown,4.28,184435,"Nonfiction,Self Help,Psychology,Self Help,Audiobook,Leadership,Parenting,Business,Health,Relationships",4.23,"753,418","52,412",57,2012.0
The God of Small Things (Hardcover),Arundhati Roy,3.95,277420,"Fiction,Cultural,Historical,Contemporary,Classics,Literary Fiction,Asian Literature,Novels,Literature,Cultural",3.92,"335,138","24,292",86,1997.0
"Clockwork Princess (The Infernal Devices, #3)",Cassandra Clare,4.56,412107,"Fantasy,Young Adult,Romance,Fantasy,Historical,Science Fiction,Fantasy,Fiction,Paranormal,Historical",4.23,"8,430,713","485,060",187,2013.0
Hillbilly Elegy: A Memoir of a Family and Culture in Crisis (Hardcover),J.D. Vance,3.88,382961,"Nonfiction,Autobiography,Biography,Audiobook,Politics,Biography Memoir,Sociology,History,Biography,Adult",3.88,"383,097","32,579",5,2016.0
The Republic (Paperback),Plato,3.96,190982,"Philosophy,Classics,Nonfiction,Politics,History,Academic,Literature,Politics,Literature,Academic",4.03,"500,348","18,002","1,915",375.0
The Gifts of Imperfection (Paperback),Brené Brown,4.24,162774,"Nonfiction,Self Help,Psychology,Self Help,Audiobook,Health,Spirituality,Inspirational,Health,Philosophy",4.23,"753,418","52,412",57,2010.0
Beneath a Scarlet Sky (Paperback),Mark T. Sullivan,4.42,305255,"Historical,Fiction,War,Historical,War,Cultural,Audiobook,Book Club,Adult,World War II",4.33,"438,018","32,120",32,2017.0
"Truly Devious (Truly Devious, #1)",Maureen Johnson,3.98,112421,"Mystery,Young Adult,Contemporary,Thriller,Fiction,Thriller,Audiobook,Mystery,School Stories,Mystery",3.96,"935,355","100,250",57,2018.0
One Day in December (Paperback),Josie Silver,3.89,253770,"Romance,Fiction,Holiday,Contemporary,Womens Fiction,Audiobook,Holiday,Adult,Romance,Adult Fiction",3.86,"338,438","36,056",4,2018.0
The Turn of the Key (Hardcover),Ruth Ware,3.94,222433,"Mystery,Thriller,Fiction,Thriller,Audiobook,Adult,Suspense,Horror,Contemporary,Adult Fiction",3.76,"1,586,324","141,424",17,2019.0
All Quiet on the Western Front (Mass Market Paperback),Erich Maria Remarque,4.03,409178,"Classics,Fiction,Historical,War,Historical,Literature,Academic,European Literature,War,Novels",4.12,"544,313","19,552",118,1928.0
"My Sister, the Serial Killer (Hardcover)",Oyinkan Braithwaite,3.7,245049,"Fiction,Thriller,Mystery,Contemporary,Audiobook,Mystery,Thriller,Cultural,Adult,Western Africa",3.69,"251,603","28,845",7,2018.0
"The Queen of Nothing (The Folk of the Air, #3)",Holly Black,4.37,425465,"Fantasy,Young Adult,Romance,Fairies,Young Adult,Fiction,Fantasy,Audiobook,Romance,Paranormal",4.09,"2,906,066","278,341",168,2019.0
"The Thursday Murder Club (Thursday Murder Club, #1)",Richard Osman,3.93,276823,"Mystery,Fiction,Mystery,Thriller,Audiobook,Thriller,Contemporary,Humor,Adult,Mystery",4.12,"445,393","46,820",20,2020.0
"Obsidian (Lux, #1)",Jennifer L. Armentrout,4.15,268812,"Young Adult,Fantasy,Romance,Fantasy,Science Fiction,Science Fiction,Romance,Fantasy,Fantasy,Fiction",4.21,"3,294,466","292,070",120,2011.0
"A Feast for Crows (A Song of Ice and Fire, #4)",George R.R. Martin,4.15,688643,"Fantasy,Fiction,Fantasy,Science Fiction Fantasy,Fantasy,Adult,Adventure,Audiobook,Fantasy,Epic",4.37,"6,423,128","220,105","1,121",2005.0
"She Who Became the Sun (The Radiant Emperor, #1)",Shelley Parker-Chan,3.91,40303,"Fantasy,Historical,LGBT,Fiction,Historical,LGBT,LGBT,Adult,Audiobook,Historical Fiction",3.91,"40,446","7,648",4,2021.0
"The City of Brass (The Daevabad Trilogy, #1)",S.A. Chakraborty,4.14,88118,"Fantasy,Fiction,Historical,Young Adult,Adult,Historical,Fantasy,Fantasy,Romance,Audiobook",4.29,"179,087","25,967",12,2017.0
All the Ugly and Wonderful Things (Hardcover),Bryn Greenwood,4.02,139189,"Fiction,Contemporary,Romance,Adult,Audiobook,Adult Fiction,Literary Fiction,Dark,Sociology,Young Adult",4.02,"152,084","20,367",5,2016.0
"Renegades (Renegades, #1)",Marissa Meyer,4.15,116929,"Fantasy,Young Adult,Science Fiction,Science Fiction,Romance,Fiction,Comics,Audiobook,Young Adult,Adventure",4.21,"2,589,864","270,013",56,2017.0
"Ask Again, Yes (Hardcover)",Mary Beth Keane,3.95,173718,"Fiction,Contemporary,Audiobook,Literary Fiction,Adult,Adult Fiction,Family,Health,Book Club,Romance",3.93,"189,155","17,540",4,2019.0
Shoe Dog: A Memoir by the Creator of Nike (Hardcover),Phil Knight,4.47,238641,"Business,Biography,Nonfiction,Autobiography,Sports,Audiobook,Biography,Business,Biography Memoir,Leadership",4.47,"243,297","15,363",52,2016.0
Shoe Dog: A Memoir by the Creator of Nike (Hardcover),Phil Knight,4.47,238641,"Business,Biography,Nonfiction,Autobiography,Sports,Audiobook,Biography,Business,Biography Memoir,Leadership",4.47,"243,297","15,363",52,2016.0
The Final Girl Support Group (Hardcover),Grady Hendrix,3.55,83086,"Horror,Thriller,Fiction,Mystery,Thriller,Adult,Audiobook,Contemporary,Suspense,Adult Fiction",3.77,"404,072","64,717",43,2021.0
"Daughter of the Moon Goddess (The Celestial Kingdom Duology, #1)",Sue Lynn Tan,4.17,34365,"Fantasy,Young Adult,Fantasy,Romance,Fiction,Retellings,Young Adult,Audiobook,Historical,Adult",4.18,"37,980","8,338",4,2022.0
Bridge to Terabithia (Kindle Edition),Katherine Paterson,4.03,510563,"Fiction,Young Adult,Classics,Fantasy,Childrens,Childrens,Realistic Fiction,Academic,Contemporary,Childrens",3.99,"596,192","22,570",119,1977.0
"The Secret (The Secret, #1)",Rhonda Byrne,3.72,432144,"Self Help,Nonfiction,Spirituality,Psychology,Philosophy,Self Help,Inspirational,Audiobook,Spirituality,Business",3.77,"497,513","18,421",27,2006.0
The Husband's Secret (Hardcover),Liane Moriarty,3.95,622933,"Fiction,Mystery,Womens Fiction,Contemporary,Audiobook,Adult,Adult Fiction,Thriller,Thriller,Book Club",3.95,"3,271,355","221,863",35,2015.0
The Wind-Up Bird Chronicle (Paperback),Haruki Murakami,4.15,257620,"Fiction,Magical Realism,Cultural,Asian Literature,Fantasy,Contemporary,Novels,Literature,Mystery,Literary Fiction",3.95,"3,150,997","247,614",429,1994.0
The Wind-Up Bird Chronicle (Paperback),Haruki Murakami,4.15,257620,"Fiction,Magical Realism,Cultural,Asian Literature,Fantasy,Contemporary,Novels,Literature,Mystery,Literary Fiction",3.95,"3,150,997","247,614",429,1994.0
"The Godfather (The Godfather, #1)",Mario Puzo,4.38,388075,"Fiction,Classics,Mystery,Thriller,Historical,Mystery,Novels,Drama,Literature,Literature",4.28,"486,972","15,374",69,1969.0
Macbeth (Paperback),William Shakespeare,3.9,812420,"Classics,Plays,Fiction,Academic,Drama,Academic,Literature,Plays,Poetry,Young Adult",3.86,"7,295,829","154,518","7,712",1623.0
Recursion (Hardcover),Blake Crouch,4.16,184343,"Science Fiction,Fiction,Thriller,Science Fiction,Audiobook,Mystery,Adult,Thriller,Fantasy,Science Fiction Fantasy",4.06,"940,078","102,538",74,2019.0
Landline (Hardcover),Rainbow Rowell,3.54,162684,"Fiction,Romance,Contemporary,Adult,Womens Fiction,Adult Fiction,Audiobook,Magical Realism,Fantasy,Young Adult",3.96,"2,767,022","263,017",93,2014.0
Jonathan Strange & Mr Norrell (Paperback),Susanna Clarke,3.85,223234,"Fantasy,Fiction,Historical,Historical,Fantasy,Science Fiction Fantasy,Science Fiction,Audiobook,Magical Realism,Adult",4.03,"448,266","49,196",33,2004.0
"Daughter of the Pirate King (Daughter of the Pirate King, #1)",Tricia Levenseller,4.01,137196,"Fantasy,Young Adult,Romance,Adventure,Young Adult,Adventure,Fiction,Audiobook,Historical,Fantasy",3.98,"376,551","46,749",17,2017.0
The Wife Upstairs (Hardcover),Rachel Hawkins,3.75,178316,"Thriller,Mystery,Fiction,Thriller,Audiobook,Adult,Suspense,Contemporary,Retellings,Romance",3.84,"695,934","68,308",25,2021.0
Attachments (Hardcover),Rainbow Rowell,3.88,190947,"Romance,Fiction,Contemporary,Womens Fiction,Adult,Young Adult,Adult Fiction,Romance,Realistic Fiction,Humor",3.96,"2,767,022","263,017",93,2011.0
I'll Be Gone in the Dark: One Woman's Obsessive Search for the Golden State Killer (ebook),Michelle McNamara,4.12,210038,"Nonfiction,Crime,Audiobook,Mystery,Mystery,History,Autobiography,Adult,Thriller,Thriller",4.12,"210,117","18,190",2,2018.0
"A Clash of Kings  (A Song of Ice and Fire, #2)",George R.R. Martin,4.41,872420,"Fantasy,Fiction,Fantasy,Science Fiction Fantasy,Fantasy,Adult,Adventure,Audiobook,Fantasy,Epic",4.37,"6,423,128","220,105","1,121",1998.0
Leonardo da Vinci (Hardcover),Walter Isaacson,4.19,91944,"Biography,Nonfiction,History,Art,Science,Biography Memoir,Audiobook,Cultural,Historical,Art",4.15,"1,633,640","39,790",71,2017.0
Who Moved My Cheese? (Hardcover),Spencer Johnson,3.85,436808,"Nonfiction,Self Help,Business,Psychology,Leadership,Self Help,Business,Philosophy,Inspirational,Audiobook",3.87,"602,552","21,300",91,1999.0
The Nickel Boys (Kindle Edition),Colson Whitehead,4.27,213937,"Fiction,Historical,Audiobook,Historical,Race,Literary Fiction,Cultural,Adult,Novels,Adult Fiction",4.06,"700,067","67,228",33,2019.0
"City of Lost Souls (The Mortal Instruments, #5)",Cassandra Clare,4.23,496544,"Fantasy,Young Adult,Romance,Fantasy,Fantasy,Paranormal,Fiction,Paranormal,Fantasy,Young Adult",4.23,"8,430,713","485,060",187,2012.0
"Get a Life, Chloe Brown (The Brown Sisters, #1)",Talia Hibbert,3.84,144429,"Romance,Contemporary,Fiction,Adult,Romance,Audiobook,Womens Fiction,Disability,Adult Fiction,Humor",3.95,"351,927","57,414",29,2019.0
"City of Heavenly Fire (The Mortal Instruments, #6)",Cassandra Clare,4.4,353166,"Fantasy,Young Adult,Romance,Fantasy,Fantasy,Paranormal,Fiction,Paranormal,Young Adult,Fantasy",4.23,"8,430,713","485,060",187,2014.0
Catherine the Great: Portrait of a Woman (Hardcover),Robert K. Massie,3.93,102142,"History,Biography,Nonfiction,Cultural,Historical,Biography Memoir,History,Audiobook,History,Literature",4.06,"209,806","9,566",29,2011.0
The Overstory (Paperback),Richard Powers,4.13,131372,"Fiction,Environment,Literary Fiction,Environment,Contemporary,Novels,Historical,Literature,Audiobook,Book Club",4.02,"212,363","29,227",69,2018.0
"Interview with the Vampire (The Vampire Chronicles, #1)",Anne Rice,4.01,546057,"Horror,Fantasy,Fiction,Paranormal,Fantasy,Classics,Gothic,Fantasy,Historical,Fantasy",3.91,"2,137,572","63,265",220,1976.0
Hamnet (Hardcover),Maggie O'Farrell,4.23,185676,"Historical,Fiction,Historical,Literary Fiction,Audiobook,Adult,European Literature,Book Club,Novels,Adult Fiction",4.09,"375,352","45,670",41,2020.0
Nine Perfect Strangers (Hardcover),Liane Moriarty,3.54,377414,"Fiction,Audiobook,Contemporary,Mystery,Thriller,Womens Fiction,Adult,Adult Fiction,Thriller,Cultural",3.95,"3,271,355","221,863",35,2018.0
Wish You Were Here (Hardcover),Jodi Picoult,3.99,153115,"Fiction,Contemporary,Audiobook,Romance,Adult,Adult Fiction,Womens Fiction,Realistic Fiction,Literary Fiction,Historical",3.99,"4,447,186","273,761",82,2021.0
Rock Paper Scissors (Hardcover),Alice Feeney,3.97,190201,"Thriller,Mystery,Fiction,Thriller,Audiobook,Suspense,Adult,Contemporary,Thriller,Mystery",3.89,"501,391","62,909",15,2021.0
Middlemarch (Paperback),George Eliot,4.0,151775,"Classics,Fiction,Historical,Literature,Literature,Historical,Novels,European Literature,Romance,Audiobook",3.86,"380,212","21,679",717,1872.0
Dear John (Hardcover),Nicholas Sparks,4.04,579825,"Romance,Fiction,Womens Fiction,Contemporary,Adult,Adult Fiction,Young Adult,Romance,Love,Drama",4.1,"6,336,889","194,781",193,2006.0
Peter Pan (Hardcover),J.M. Barrie,4.04,323391,"Classics,Fantasy,Fiction,Childrens,Adventure,Young Adult,Childrens,Audiobook,Fantasy,Literature",4.07,"398,877","16,638",736,1911.0
"Slammed (Slammed, #1)",Colleen Hoover,4.22,264980,"Romance,New Adult,Young Adult,Contemporary,Romance,Fiction,Womens Fiction,Young Adult,Realistic Fiction,Poetry",4.24,"9,639,646","874,623",62,2012.0
"Life After Life (Todd Family, #1)",Kate Atkinson,3.77,217612,"Fiction,Historical,Fantasy,Historical,Science Fiction,Audiobook,Literary Fiction,Adult,War,War",3.81,"654,534","67,510",57,2013.0
"The Three Musketeers (The D'Artagnan Romances, #1)",Alexandre Dumas,4.09,305619,"Classics,Fiction,Historical,Adventure,Cultural,Literature,Historical,European Literature,Classics,Novels",4.2,"1,398,032","46,649","3,373",1844.0
Rework (Hardcover),Jason Fried,3.97,158868,"Business,Nonfiction,Business,Business,Self Help,Productivity,Leadership,Buisness,Self Help,Science",3.96,"186,338","7,255",8,2010.0
"Mr. Mercedes (Bill Hodges Trilogy, #1)",Stephen King,3.99,282268,"Fiction,Thriller,Horror,Mystery,Mystery,Audiobook,Thriller,Suspense,Adult,Mystery",4.06,"17,485,048","775,865","1,886",2014.0
"I, Robot (Robot, #0.1)",Isaac Asimov,4.21,321788,"Science Fiction,Fiction,Classics,Short Stories,Science Fiction Fantasy,Fantasy,Science Fiction,Audiobook,Novels,Speculative Fiction",4.17,"2,345,929","77,923","2,981",1950.0
Bunny (Hardcover),Mona Awad,3.57,78035,"Horror,Fiction,Contemporary,Thriller,Fantasy,Adult,Magical Realism,Literary Fiction,Audiobook,Thriller",3.52,"101,838","23,576",10,2019.0
The Last Song (Hardcover),Nicholas Sparks,4.16,538382,"Romance,Fiction,Young Adult,Contemporary,Womens Fiction,Adult,Realistic Fiction,Drama,Adult Fiction,Love",4.1,"6,336,889","194,781",193,2008.0
Can You Keep a Secret? (Paperback),Sophie Kinsella,3.84,419651,"Womens Fiction,Romance,Fiction,Contemporary,Humor,Romance,Adult,Adult Fiction,Audiobook,Humor",3.75,"3,109,459","136,095",90,2003.0
"The Princess Saves Herself in This One (Women Are Some Kind of Magic, #1)",Amanda Lovelace,3.84,119096,"Poetry,Feminism,Nonfiction,Contemporary,Adult,Health,Romance,Autobiography,Audiobook,Womens",3.82,"219,214","26,575",26,2016.0
The Immortalists (Hardcover),Chloe  Benjamin,3.71,189027,"Fiction,Fantasy,Historical,Contemporary,Audiobook,Magical Realism,Literary Fiction,Adult,Adult Fiction,Book Club",3.71,"193,532","19,225",3,2018.0
Pet Sematary (Kindle Edition),Stephen King,4.04,523454,"Horror,Fiction,Thriller,Fantasy,Audiobook,Fantasy,Adult,Fantasy,Mystery,Suspense",4.06,"17,485,048","775,865","1,886",1983.0
"Inferno (Robert Langdon, #4)",Dan Brown,3.87,522727,"Fiction,Thriller,Mystery,Thriller,Historical,Suspense,Adventure,Mystery,Novels,Adult",3.87,"7,967,754","200,537",134,2013.0
The Joy Luck Club (Paperback),Amy Tan,3.95,646463,"Fiction,Historical,Classics,Cultural,Contemporary,Adult Fiction,Adult,Historical,Cultural,Literature",3.94,"1,006,296","30,319",84,1989.0
Mansfield Park (Paperback),Jane Austen,3.86,324818,"Classics,Fiction,Romance,Historical,Literature,Historical,Literature,European Literature,Audiobook,Classics",4.14,"7,410,768","236,954","2,082",1814.0
"Lean In: Women, Work, and the Will to Lead (Hardcover)",Sheryl Sandberg,3.95,248478,"Nonfiction,Business,Feminism,Self Help,Leadership,Audiobook,Womens,Autobiography,Self Help,Biography",3.94,"309,225","18,599",27,2013.0
"Lean In: Women, Work, and the Will to Lead (Hardcover)",Sheryl Sandberg,3.95,248478,"Nonfiction,Business,Feminism,Self Help,Leadership,Audiobook,Womens,Autobiography,Self Help,Biography",3.94,"309,225","18,599",27,2013.0
The Invention of Wings (Hardcover),Sue Monk Kidd,4.25,298838,"Historical,Fiction,Historical,Book Club,Audiobook,Adult,Adult Fiction,Novels,Literary Fiction,Cultural",4.07,"1,745,263","82,645",38,2014.0
Deep Work: Rules for Focused Success in a Distracted World (Hardcover),Cal Newport,4.19,126624,"Nonfiction,Self Help,Productivity,Business,Psychology,Self Help,Audiobook,Leadership,Business,Philosophy",4.13,"247,368","22,563",92,2016.0
Invisible Man (Paperback),Ralph Ellison,3.9,176203,"Classics,Fiction,Literature,Race,Cultural,Historical,Novels,Academic,Literature,Literary Fiction",3.9,"183,821","8,218",52,1952.0
Apples Never Fall (Hardcover),Liane Moriarty,3.8,243152,"Fiction,Mystery,Audiobook,Thriller,Thriller,Contemporary,Adult,Cultural,Adult Fiction,Suspense",3.95,"3,271,355","221,863",35,2021.0
The New Jim Crow: Mass Incarceration in the Age of Colorblindness (Hardcover),Michelle Alexander,4.52,99213,"Nonfiction,Race,History,Politics,Social Movements,Sociology,Race,Audiobook,Cultural,Law",4.52,"100,472","10,225",25,2010.0
Seven Days in June (Hardcover),Tia Williams,4.08,87573,"Romance,Fiction,Contemporary,Romance,Adult,Audiobook,Adult Fiction,Womens Fiction,Writing,Cultural",4.08,"91,995","11,681",21,2021.0
Getting Things Done: The Art of Stress-Free Productivity (Paperback),David    Allen,4.0,148907,"Nonfiction,Business,Productivity,Self Help,Self Help,Business,Psychology,Leadership,Reference,Audiobook",3.99,"157,029","6,585",68,2001.0
"The Color of Magic (Discworld, #1; Rincewind, #1)",Terry Pratchett,4.0,359712,"Fantasy,Fiction,Humor,Humor,Science Fiction Fantasy,Science Fiction,Fantasy,Adventure,Fantasy,Novels",4.16,"4,926,126","186,956",415,1983.0
Lore (Hardcover),Alexandra Bracken,3.79,67359,"Fantasy,Fantasy,Young Adult,Mythology,Fiction,Young Adult,Retellings,Fantasy,Romance,Fantasy",4.09,"505,672","58,592",31,2021.0
Walden (Paperback),Henry David Thoreau,3.78,178078,"Classics,Philosophy,Nonfiction,Environment,Autobiography,Literature,Biography,Writing,Literature,Environment",3.84,"283,099","12,581",968,1854.0
Ariadne (Hardcover),Jennifer Saint,3.82,70769,"Fantasy,Fantasy,Fiction,Mythology,Historical,Retellings,Adult,Historical,Romance,Audiobook",3.81,"84,651","12,490",4,2021.0
Uprooted (Hardcover),Naomi Novik,4.05,211969,"Fantasy,Young Adult,Fiction,Romance,Fantasy,Fantasy,Retellings,Fantasy,Adult,Audiobook",4.06,"867,228","97,459",65,2015.0
"The Girl Who Kicked the Hornet's Nest (Millennium, #3)",Stieg Larsson,4.23,702368,"Fiction,Mystery,Thriller,Mystery,Thriller,Suspense,Contemporary,Cultural,Audiobook,Adult",4.17,"4,852,942","160,529",68,2007.0
The Red Tent (Hardcover),Anita Diamant,4.19,569318,"Historical,Fiction,Historical,Religion,Book Club,Feminism,Adult,Adult Fiction,Womens,Novels",4.11,"691,348","34,837",24,1997.0
"Angela's Ashes (Frank McCourt, #1)",Frank McCourt,4.13,599235,"Nonfiction,Autobiography,Biography,Classics,Cultural,Biography,Biography Memoir,History,European Literature,Historical",4.07,"705,685","19,084",43,1996.0
The House of the Spirits (Paperback),Isabel Allende,4.26,235298,"Fiction,Magical Realism,Historical,Classics,Fantasy,European Literature,Historical,Novels,Literature,Cultural",4.0,"1,050,280","75,789",146,1982.0
"Easy (Contours of the Heart, #1)",Tammara Webber,4.08,225511,"Romance,New Adult,Contemporary,Young Adult,Romance,Academic,Fiction,Womens Fiction,Realistic Fiction,Sociology",4.03,"323,234","18,652",9,2012.0
The Warmth of Other Suns: the Epic Story of America's Great Migration (Hardcover),Isabel Wilkerson,4.44,90547,"Nonfiction,History,Race,North American Hi...,Cultural,Social Movements,Biography,Historical,Race,Audiobook",4.49,"212,975","28,557",7,2010.0
My Grandmother Asked Me to Tell You She's Sorry (Hardcover),Fredrik Backman,4.07,208655,"Fiction,Contemporary,Fantasy,Audiobook,Humor,Adult,Adult Fiction,Book Club,Family,Literary Fiction",4.26,"2,271,558","270,402",27,2013.0
Artemis (Hardcover),Andy Weir,3.69,231916,"Science Fiction,Fiction,Audiobook,Space,Science Fiction Fantasy,Adult,Fantasy,Thriller,Adventure,Mystery",4.28,"1,953,645","196,612",48,2017.0
This is How You Lose the Time War (Kindle Edition),Amal El-Mohtar,3.95,107144,"Science Fiction,Romance,Fiction,LGBT,Fantasy,Science Fiction,LGBT,LGBT,Adult,Novella",3.95,"126,279","25,194",111,2019.0
"The Wonderful Wizard of Oz (Oz, #1)",L. Frank Baum,3.99,423849,"Classics,Fantasy,Fiction,Childrens,Young Adult,Adventure,Childrens,Audiobook,Fantasy,Literature",3.97,"642,536","27,961","1,112",1900.0
The Rose Code (Paperback),Kate Quinn,4.46,165605,"Historical,Fiction,Historical,Audiobook,War,Mystery,War,Adult,Adult Fiction,European Literature",4.32,"824,572","70,577",26,2021.0
The Memory Keeper's Daughter (Paperback),Kim Edwards,3.69,587841,"Fiction,Contemporary,Historical,Adult Fiction,Adult,Book Club,Drama,Womens Fiction,Novels,Family",3.68,"603,794","22,665",15,2005.0
"A Touch of Darkness (Hades & Persephone, #1)",Scarlett St.  Clair,3.85,160630,"Fantasy,Romance,Fantasy,Retellings,Mythology,Romance,New Adult,Fiction,Adult,Audiobook",3.89,"358,148","36,320",14,2019.0
Archer's Voice (ebook),Mia Sheridan,4.31,211574,"Romance,New Adult,Contemporary,Romance,Adult,Fiction,Disability,Sociology,Drama,Love",4.21,"485,703","56,800",56,2014.0
Everything I Know About Love (Hardcover),Dolly Alderton,4.11,131608,"Nonfiction,Autobiography,Romance,Audiobook,Self Help,Biography,Contemporary,Feminism,Writing,Biography",4.05,"204,251","17,769",7,2018.0
Into Thin Air: A Personal Account of the Mount Everest Disaster (Paperback),Jon Krakauer,4.22,462241,"Nonfiction,Adventure,Autobiography,Travel,Biography,History,Adventure,Sports,Biography Memoir,Sports",4.06,"1,816,833","69,478",43,1997.0
"""Surely You're Joking, Mr. Feynman!"": Adventures of a Curious Character (Paperback)",Richard P. Feynman,4.27,187190,"Science,Nonfiction,Biography,Science,Autobiography,Biography,Humor,History,Biography Memoir,Audiobook",4.25,"338,645","12,974",160,1985.0
"City of Fallen Angels (The Mortal Instruments, #4)",Cassandra Clare,4.09,562793,"Fantasy,Young Adult,Romance,Fantasy,Fantasy,Paranormal,Fiction,Paranormal,Fantasy,Young Adult",4.23,"8,430,713","485,060",187,2011.0
"Illuminae (The Illuminae Files, #1)",Amie Kaufman,4.25,143119,"Science Fiction,Young Adult,Romance,Fantasy,Fiction,Science Fiction,Audiobook,Space,Thriller,Adventure",4.21,"500,317","90,698",30,2015.0
The Southern Book Club's Guide to Slaying Vampires (Kindle Edition),Grady Hendrix,3.82,151425,"Horror,Fiction,Fantasy,Paranormal,Audiobook,Fantasy,Thriller,Adult,Mystery,Fantasy",3.77,"404,072","64,717",43,2020.0
"Siege and Storm (The Shadow and Bone Trilogy, #2)",Leigh Bardugo,3.84,500103,"Fantasy,Young Adult,Romance,Fiction,Young Adult,Fantasy,Fantasy,Adventure,Audiobook,Fantasy",4.17,"3,659,560","407,634",69,2013.0
Furiously Happy: A Funny Book About Horrible Things (Hardcover),Jenny  Lawson,3.89,153440,"Nonfiction,Humor,Autobiography,Audiobook,Health,Biography,Humor,Biography Memoir,Mental Health,Writing",3.91,"382,119","40,707",7,2015.0
Furiously Happy: A Funny Book About Horrible Things (Hardcover),Jenny  Lawson,3.89,153440,"Nonfiction,Humor,Autobiography,Audiobook,Health,Biography,Humor,Biography Memoir,Mental Health,Writing",3.91,"382,119","40,707",7,2015.0
Let's Pretend This Never Happened: A Mostly True Memoir (Hardcover),Jenny  Lawson,3.89,184312,"Nonfiction,Autobiography,Humor,Biography,Audiobook,Humor,Biography Memoir,Biography,Adult,Health",3.91,"382,119","40,707",7,2012.0
Green Eggs and Ham (Hardcover),Dr. Seuss,4.3,719843,"Childrens,Childrens,Fiction,Classics,Poetry,Fantasy,Humor,Kids,Food and Drink,Young Adult",4.25,"3,632,867","64,723",416,1960.0
Thus Spoke Zarathustra (Paperback),Friedrich Nietzsche,4.07,134490,"Philosophy,Classics,Nonfiction,European Literature,Literature,Religion,Literature,Psychology,Unfinished,Poetry",4.04,"420,142","17,368","1,407",1883.0
Transcendent Kingdom (Hardcover),Yaa Gyasi,4.13,126552,"Fiction,Contemporary,Literary Fiction,Audiobook,Cultural,Health,Adult,Adult Fiction,Novels,Family",4.36,"410,151","46,054",11,2020.0
"My Brilliant Friend (The Neapolitan Novels, #1)",Elena Ferrante,4.01,278572,"Fiction,Historical,Cultural,European Literature,Literary Fiction,Contemporary,Audiobook,Novels,Historical,Young Adult",4.14,"826,425","67,592",28,2011.0
"Ruin and Rising (The Shadow and Bone Trilogy, #3)",Leigh Bardugo,4.02,425891,"Fantasy,Young Adult,Romance,Fiction,Young Adult,Fantasy,Fantasy,Adventure,Audiobook,Fantasy",4.17,"3,659,601","407,636",69,2014.0
Girl in Pieces (Hardcover),Kathleen Glasgow,4.09,90679,"Young Adult,Health,Contemporary,Fiction,Mental Health,Romance,Realistic Fiction,Audiobook,Young Adult,Sociology",4.1,"126,130","16,308",10,2016.0
"A Wizard of Earthsea (Earthsea Cycle, #1)",Ursula K. Le Guin,4.01,284990,"Fantasy,Fiction,Young Adult,Classics,Science Fiction Fantasy,Fantasy,Fantasy,Science Fiction,Adventure,Audiobook",4.07,"1,257,997","85,583",753,1968.0
"Stalking Jack the Ripper (Stalking Jack the Ripper, #1)",Kerri Maniscalco,3.97,117511,"Historical,Mystery,Young Adult,Historical,Romance,Horror,Fantasy,Thriller,Fiction,Thriller",4.06,"544,179","75,988",15,2016.0
A Farewell to Arms (Paperback),Ernest Hemingway,3.81,297455,"Classics,Fiction,Historical,War,Literature,Novels,Literature,Romance,Classics,Historical",3.83,"2,446,530","97,597",944,1929.0
Where the Forest Meets the Stars (Hardcover),Glendy Vanderah,4.14,161832,"Fiction,Contemporary,Mystery,Romance,Fantasy,Magical Realism,Audiobook,Adult,Adult Fiction,Book Club",4.18,"197,597","16,896",4,2019.0
The Origin of Species (Hardcover),Charles Darwin,4.0,109227,"Science,Nonfiction,Classics,Science,Biology,Philosophy,History,Environment,Anthropology,Science",4.0,"147,813","4,930",714,1859.0
1776 (Paperback),David McCullough,4.08,217155,"History,Nonfiction,North American Hi...,Historical,Military History,War,Audiobook,Politics,American Revolution,War",4.08,"883,396","39,003",80,2005.0
The Paris Library (Hardcover),Janet Skeslien Charles,4.08,93869,"Historical,Fiction,Historical,War,Writing,Audiobook,Cultural,War,Adult,Adult Fiction",4.07,"95,446","10,529",3,2021.0
The Complete Stories and Poems (Hardcover),Edgar Allan Poe,4.38,241276,"Classics,Poetry,Horror,Fiction,Short Stories,Gothic,Mystery,Fantasy,Literature,Classics",4.15,"1,540,036","51,513","5,482",1849.0
"Charlie and the Chocolate Factory (Charlie Bucket, #1)",Roald Dahl,4.15,785733,"Childrens,Fantasy,Fiction,Classics,Young Adult,Childrens,Humor,Adventure,Childrens,Novels",4.14,"3,884,910","114,660",913,1964.0
The War of the Worlds (Paperback),H.G. Wells,3.83,287440,"Classics,Science Fiction,Fiction,Fantasy,Horror,Science Fiction Fantasy,Literature,Audiobook,Novels,Science Fiction",3.82,"1,238,344","50,189","2,250",1897.0
